source_url,category,parent_force,state_covered,verification_status,confidence,google_maps_link,,alternate_phone,web site,asset_type,district,name,phone,id,latitude,google_maps_link ,website,address,battalion,longitude
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Kotha gudem+Collectorate,,108,,District DDMA,Bhadradri Kothagudem,Bhadradri Kothagudem District DDMA,1078,25,,,https://bhadradri.telangana.gov.in,"District Collectorate, Kothagudem, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Vikar abad+Collectorate,,108,,District DDMA,Vikarabad,Vikarabad District Disaster Management Authority (DDMA),1078,26,,,https://vikarabad.telangana.gov.in,"District Collectorate, Vikarabad, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Bhongir +Collectorate,,108,,District DDMA,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri District DDMA,1078,27,,,https://yadadri.telangana.gov.in,"District Collectorate, Bhongir, Yadadri Bhuvanagiri, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Nar ayanpet+Collectorate,,108,,District DDMA,Narayanpet,Narayanpet District Disaster Management Authority (DDMA),1078,28,,,https://narayanpet.telangana.gov.in,"District Collectorate, Narayanpet, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Gadwal +Collectorate,,108,,District DDMA,Jogulamba Gadwal,Jogulamba Gadwal District DDMA,1078,29,,,https://gadwal.telangana.gov.in,"District Collectorate, Gadwal, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Pedd apalli+Collectorate,,108,,District DDMA,Peddapalli,Peddapalli District Disaster Management Authority (DDMA),1078,30,,,https://peddapalli.telangana.gov.in,"District Collectorate, Peddapalli, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Si rcilla+Collectorate,,108,,District DDMA,Rajanna Sircilla,Rajanna Sircilla District DDMA,1078,31,,,https://rajannasircilla.telangana.gov.in,"District Collectorate, Sircilla, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Nirmal+C ollectorate,,108,,District DDMA,Nirmal,Nirmal District Disaster Management Authority (DDMA),1078,32,,,https://nirmal.telangana.gov.in,"District Collectorate, Nirmal, Telangana",,
https://kamareddy.telangana.gov.in/public-utili ty-category/police/,District DDMA,,,VERIFIED,MEDIUM,https: //maps.google.com/?q=18.320500+78.337000,,08468223933,,District DDMA,Kamareddy,Kamareddy District Disaster Management Authority (DDMA),1078,33,18.320500,,https://kamareddy.telangana.gov.in,"District Collectorate, Kamareddy -503111",,78.337000
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM,https://maps.google.com/?q=Mulugu +Collectorate,,108,,District DDMA,Mulugu,Mulugu District Disaster Management Authority (DDMA),1078,34,,,https://mulugu.telangana.gov.in,"District Collectorate, Mulugu, Telangana",,
https://www.telangana.gov.in/contacts/,District DDMA,,,VERIFIED,MEDIUM ```,https://maps.google.com/?q=N agarkurnool+Collectorate,,108,,District DDMA,Nagarkurnool,Nagarkurnool District Disaster Management Authority (DDMA),1078,35,,,https://nagarkurnool.telangana.gov.in,"District Collectorate, Nagarkurnool, Telangana",,
https://hyderabad.telangana.gov.in/helpline/,,,,VERIFIED,HIGH,,,,,Emergency Control Room,Hyderabad,Telangana State Disaster Control Room,1070,1,,https://maps.ap p.goo.gl/secretariat,https://www.telangana.gov.in/contacts/emergency-contacts/,"Government of Telangana, Dr. B.R. Ambedkar Telangana Secretariat, Hyderabad -500022",,
https://hyderabad.telangana.gov.in/helpline/,,,,VERIFIED,HIGH,,,,,Emergency Control Room,Hyderabad,Telangana Disaster Helpline,1077,2,,https://maps.ap p.goo.gl/secretariat,https://www.telangana.gov.in/contacts/emergency-contacts/,"Government of Telangana, Hyderabad -500022",,
https://en.wikipedia.org/wiki/Telangana_Integrated_Command_an d_Control_Centre,,,,VERIFIED,HIGH,,,100,,Emergency Control Room,Hyderabad,Telangana Integrated Emergency Number (Dial 112),112,3,17.414778,https://maps.google.com/ ?q=17.414778+78.427500,https://www.tspolice.gov.in,"Telangana Integrated Command and Control Centre (TGICCC), Road No. 12, Banjara Hills, Hyderabad -500034",,78.427500
https://www.tspolice.gov.in/jsp/e mergency.jsp,,,,VERIFIED,HIGH,,,04023286988,,Emergency Control Room,Hyderabad,Telangana Police DG Control Room,04023286966,4,,https:// maps.google.com/?q=DGP+Office+Lakdikapul+Hyderabad,https://www.tspolice.gov.in/jsp/emergency.jsp,"Lakdikapul Road, Opposite Ravindra Bharathi, Ambedkar Colony, Lakdikapul, Hyderabad -500004",,
https://hyderabad.telangana.gov.in/helpline/,,,,VERIFIED,HI GH,,,,,Emergency Control Room,Hyderabad,Hyderabad District Collectorate Control Room,04023202813,5,,https://maps.google. com/?q=Hyderabad+Collectorate,https://hyderabad.telangana.gov.in/helpline/,"Collectorate, Hyderabad District, Hyderabad, Telangana",,
https://indianhelpline.com/telangana-helpline-numbers,,,,VERIFIED,MEDIU M,,,,,Emergency Control Room,Hyderabad,GHMC Disaster Department Emergency Control Room,9000113667,6,,https://maps.google.com/?q=GHMC+Tank+ Bund+Hyderabad,https://www.ghmc.gov.in,"CC Complex, Tank Bund Road, Lower Tank Bund, Hyderabad -500063",,
https://en.wikipedia.org/wiki/Telangana_Integrated_Command_an d_Control_Centre,,,,VERIFIED,HIGH,,,112,,Emergency Control Room,Hyderabad,Telangana Integrated Command and Control Centre (TGICCC),100,7,17.414778,https://maps.google.com/ ?q=17.414778+78.427500,https://www.tspolice.gov.in,"Road No. 12, Banjara Hills, Hyderabad -500034",,78.427500
https://sangareddy.telangana.gov.in/collectorate-contact/,,,,VERIFIED, HIGH,,,,,Emergency Control Room,Sangareddy,Sangareddy District Collectorate Control Room,08455276505,8,,https://maps.google.com/?q=S angareddy+Collectorate,https://sangareddy.telangana.gov.in,"Integrated Collectorate Complex, Sangareddy -502001",,
https://khammam.telangana.gov.in/collectorate-staff/,,,,VERIFIED,HIGH,,,,,Emergency Control Room,Khammam,Khammam District Collectorate Emergency Room,08742224204,9,,https://maps.google.com/?q=Kh ammam+Collectorate,https://khammam.telangana.gov.in,"O/o Integrated District Office Complex, V.V. Palem, Khammam, Telangana -507318",,
https://covid19.telangana.gov.in/control-roo ms/,,,,VERIFIED,MEDIUM,,,18004251115,,Emergency Control Room,Warangal,Warangal Urban District Control Room,08702510777,10,,https://map s.google.com/?q=Warangal+Urban+Collectorate,https://warangalurban.telangana.gov.in,"District Collectorate, Warangal Urban, Telangana",,
https://www.telangana.go v.in/contacts/,,,,UNVERIFIED,LOW,,,,,Emergency Control Room,Karimnagar,Karimnagar District Collectorate Control Room,,11,,https://maps.google.com/?q=Karimnagar+Collectorate,,"Collectorate Complex, Karimnagar -505001",,
https://www.telangana.go v.in/contacts/,,,,UNVERIFIED,LOW,,,,,Emergency Control Room,Nizamabad,Nizamabad District Collectorate Control Room,,12,,https://maps.google.com/?q=Nizamabad+Collectorate,,"District Collectorate, Nizamabad -503002",,
https://covid19.telangana.gov.in/control-rooms/,,,,VERIFIED,MEDIUM,,,04023230813,,Emergency Control Room,Rangareddy,Rangareddy District Emergency Control Room,04023230811,13,,https://maps.google.com/?q=Rangareddy+Collect orate,,"District Collectorate, Rangareddy, Hyderabad",,
https://en.wikipedia.org/wiki/HYDRAA,,,,VERIFIED,MEDIUM,,,,,Emergency Control Room,Hyderabad,HYDRAA Disaster Response Control Room,,14,,https://maps.google.com/?q=Buddha+Bh avan+Secunderabad,https://www.hydraa.telangana.gov.in,"Buddha Bhavan, Secunderabad, Hyderabad, Telangana",,
https://www.telangana.gov.in/contacts/emerge ncy-contacts/,,,,VERIFIED,HIGH ⚠ Critical for real emergencies While you set up the dataset,,[' remember these always-valid national numbers work everywhere in Telangana right now: 112 – National emergency (all-in-one) 100 – Police 108 – Ambulance 101 – Fire 1077 – District Disaster control room'],,,Emergency Control Room,Hyderabad,Telangana Fire and Emergency Services Helpline,101,15,,https://maps.g oogle.com/?q=Telangana+Fire+Services+HQ,https://www.telangana.gov.in/contacts/emergency-contacts/,"Fire Services HQ, Hyderabad, Telangana",,
https://ndrf.gov.in/en/contact-us,NDRF National HQ,All CAPFs,All India,VERIFIED, HIGH,https://maps.google. com/?q=NDCC+II+Jai+Singh+Road+New+Delhi,,,https://www.ndrf.gov.in,NDRF National HQ,,NDRF National Helpline,+919711077372,1,28.625900,,,"Directorate General, NDRF, 6th Floor, NDCC-II Building, Jai Singh Road, New Delhi -110001",N/A,77.209600
https://ndrf.gov.in/en/ndrf-units,NDRF Battalion,CRPF,Andhra Pradesh & Telangana,VE RIFIED,HIGH,https://maps.google. com/?q=NDRF+10th+Battalion+Gannavaram+Vijayawada,,,https://www.ndrf.gov.in,NDRF Battalion,,10th Battalion NDRF (Permanent HQ - covers Telangana),+919711077372,2,16.530000,,,"Gannavaram, Vijayawada, Andhra Pradesh -521101",10th Bn,80.796700
https://www.siasat.com/ndrfs-te mporary-base-for-150-personnel-to-come-up-in-amberpet-3205894/,NDRF Forward Base,CRPF,Telangana,VERIFIED,HIGH,https://maps.goo gle.com/?q=Amberpet+Police+Training+College+Hyderabad,,+919711077372,https://www.ndrf.gov.in,NDRF Forward Base,,NDRF Temporary Forward Base - Amberpet (Hyderabad),,3,17.407100,,,"Amberpet Police Training College (PTC), Amberpet, Hyderabad, Telangana",10th Bn (Detachment),78.534800
https://www.siasat.com/ndrfs-tempor ary-base-for-150-personnel-to-come-up-in-amberpet-3205894/,NDRF Permanent Camp (Planned),CRPF,Telangana,VERIFIED,HIGH,https://maps.google. com/?q=Hamidullah+Nagar+Shamshabad+Hyderabad,,+919711077372,https://www.ndrf.gov.in,NDRF Permanent Camp (Planned),,NDRF Planned Permanent Camp - Shamshabad (Future),,4,17.237900,,,"Hamidullah Nagar, Shamshabad, Rangareddy, Telangana -501218",10th Bn (Future),78.429900
https://www.siasat.com/ndrfs-t emporary-base-for-150-personnel-to-come-up-in-amberpet-3205894/,NDRF Former Base (Inactive),CRPF,Telangana,VERIFIED,MEDIUM,https://maps.goo gle.com/?q=GHMC+Sports+Complex+Manikonda+Hyderabad,,+919711077372,https://www.ndrf.gov.in,NDRF Former Base (Inactive),,NDRF Previous Base - Sheikhpet GHMC Sports Complex Manikonda,,5,17.399400,,,"GHMC Sports Complex, Sheikhpet, Manikonda, Hyderabad, Telangana",10th Bn (Former Detachment),78.378600
https://telanganatoday.com/telangana-rains-ndrf-and-s drf-teams-kept-standby-for-rescue-operations,NDRF Seasonal Staging Post,CRPF,Bhadradri Kothagudem,VERIFIED,MEDIUM,https://maps.goo gle.com/?q=Kothagudem+Telangana,,+919711077372,https://www.ndrf.gov.in,NDRF Seasonal Staging Post,,NDRF Staging Area - Kothagudem (Flood Season),,6,17.550000,,,"Kothagudem, Bhadradri Kothagudem District, Telangana",10th Bn (Deployed),80.633300
https://telanganatoday.com/telangana-rains-ndrf-and-sdrf-te ams-kept-standby-for-rescue-operations,NDRF Seasonal Staging Post,CRPF,Mulugu,VERIFIED,MEDIUM,https://maps.goo gle.com/?q=Mulugu+Telangana,,+919711077372,https://www.ndrf.gov.in,NDRF Seasonal Staging Post,,NDRF Staging Area - Mulugu (Flood Season),,7,18.183300,,,"Mulugu, Mulugu District, Telangana",10th Bn (Deployed),80.050000
https://www.telanganatribune.com/centre-deploy s-9-ndrf-teams-to-telangana/,NDRF Seasonal Deployment Zone,CRPF,Khammam,VERIFIED,MEDIUM,https://maps.goo gle.com/?q=Khammam+District+Telangana,,+919711077372,https://www.ndrf.gov.in,NDRF Seasonal Deployment Zone,,NDRF Deployment Zone - Khammam (Flood / Cyclone Season),,8,17.250000,,,"Khammam District, Telangana",10th Bn (Deployed),80.150000
https://www.telanganatribune.com/centre-deploys-9-ndrf-teams-to-telangana/,NDRF Seasonal Deployment Zone,CRPF,Warangal,VERIFIED,MEDIUM,https://maps.goo gle.com/?q=Warangal+District+Telangana,,+919711077372,https://www.ndrf.gov.in,NDRF Seasonal Deployment Zone,,NDRF Deployment Zone - Warangal (Flood Season),,9,18.016700,,,"Warangal District, Telangana",10th Bn (Deployed),79.633300
https://ndrf.gov.in/channels,NDRF Zonal HQ,All CAPFs,South India,VERIFIED,MEDIUM ```,https://maps.google.com/?q=NDRF+S outh+Zone,,+919711077372,https://www.ndrf.gov.in,NDRF Zonal HQ,,NDRF South Zone DIG Office (Controls 10th Bn),,10,,,,"South Zone, NDRF (Controls 3rd, 4th, 5th and 10th Battalions)",South Zone,
https://www.tspolice.gov.in/jsp/emergency.jsp,,,,VERIFIE D,HIGH,,,04023286988,,Police Station,Hyderabad,Telangana Police State HQ,04023286966,1,,https://maps.google.com/?q=DGP+Office+Saifabad+Hyderabad,https://www.tspolice.gov.in,"DGP Office, Saifabad, Hyderabad, Telangana -500004",,
https://hyderabadpolice.gov.in/Important_Contacts.html,,,, VERIFIED,HIGH,,,112,,Police Station,Hyderabad,Hyderabad City Police Commissionerate (TGICCC),100,2,17.414778,https://maps.go ogle.com/?q=17.414778+78.427500,https://www.hyderabadpolice.gov.in,"Tower-A, ICCC Building, Road No. 12, Banjara Hills, Hyderabad -500034",,78.427500
https://hyderabad.telangana.gov.in/public-utilit y-category/police-stations/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,Abids Police Station,9490616303,3,,https://maps.goo gle.com/?q=Abids+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/Abidsps.htm,"Nizam College, Grammar School, Abids X Road, Hyderabad -500001",,
https://hyderabad.telangana.gov.in/publ ic-utility-category/police-stations/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,Afzalgunj Police Station,9490616248,4,,https://maps.g oogle.com/?q=Afzalgunj+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/afzalgunjps.htm,"Beside Musi River, Osmania General Hospital Complex, Opp Afzalgunj City Bus Terminal, Hyderabad -500012",,
https://hyderabad.telangana.go v.in/public-utility-category/police-stations/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,Begumbazar Police Station,9490616310,5,,https://ma ps.google.com/?q=Begumbazar+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/begumbazarps.htm,"Begumbazar, Hyderabad -500012",,
https://hyderabad.telangana.gov.in/p ublic-utility-category/police-stations/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,Begumpet Police Station,9490616419,6,,https://maps. google.com/?q=Begumpet+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/begumpetps.htm,"Begumpet Police Lines, Sardar Patel Main Road, Opp Splendid Towers, Begumpet, Secunderabad -500016",,
https://hyderabad.telangan a.gov.in/public-utility-category/police-stations/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,Bhavani Nagar Police Station,9490616534,7,,https://m aps.google.com/?q=Bhavani+Nagar+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/bhavaninagarps.html,"Opp Navabharath P.G. College, Bollarum, Near St. Anns High School, Bollarum, Hyderabad -500016",,
https://hyderabad.telangana.gov.in/p ublic-utility-category/police-stations/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,Bollarum Police Station,9490616409,8,,https://map s.google.com/?q=Bollarum+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/bollarumps.htm,"Near St. Anns High School & Jr College, Bollarum, Hyderabad",,
https://hyderabad.telangana.gov.in/p ublic-utility/sr-nagar-police-station/,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,SR Nagar Police Station,9490616619,9,,https://maps .google.com/?q=SR+Nagar+Police+Station+Hyderabad,http://www.hyderabadpolice.gov.in/ps/srnagarps.htm,"S.R. Nagar X Roads towards Umesh Chandra Statue, Opp. Govt. Urban Health Post, S.R. Nagar, Hyderabad",,
https://hy derabad.telangana.gov.in/public-utility-category/police-stations/,,,,VERIFIED,MEDIUM,,,,,Police Station,Hyderabad,Nampally Police Station,,10,,https://maps.google.com/?q=Nampally+Police+Station+Hyderabad,,"Court II Addl.CMM, Nampally Criminal Court, Back Side of Court, Nampally Railway Station, Hyderabad",,
https://hy derabad.telangana.gov.in/public-utility-category/police-stations/,,,,VERIFIED,MEDIUM,,,,,Police Station,Hyderabad,Amberpet Police Station,,11,,https://maps.google.com/?q=Amberpet+Police+Station+Hyderabad,,"Near Sree Ramana X Road towards Dilsukhnagar, Near Saldana Gate of SAR/CPL, Amberpet, Hyderabad",,
https://khammam.telangana.gov.in/police/,,,,V ERIFIED,HIGH,,,8712659260,,Police Station,Khammam,Khammam Police Commissionerate (CP Office),8712659246,12,,https://maps.goog le.com/?q=Khammam+Police+Commissionerate,https://khammam.telangana.gov.in,"Khammam Commissionerate, Khammam, Telangana",,
https://khammam.telangana.gov.in/police/,,,,VERIFIED,HIGH,,,,,Police Station,Khammam,Khammam Addl. DCP L&O Office,8712659102,13,,https://maps.google.com/?q=K hammam+Police+Office,https://khammam.telangana.gov.in,"Khammam Commissionerate, Khammam, Telangana",,
https://kamareddy.telangana.gov.in/public-utility-c ategory/police/,,,,VERIFIED,HIGH,,,,,Police Station,Kamareddy,Kamareddy Additional SP Office,08468223933,14,18.320500,https://ma ps.google.com/?q=18.320500+78.337000,https://kamareddy.telangana.gov.in,"District Police Office, Kamareddy -503111",,78.337000
https://sangareddy.telangana.gov.in/helpline/,,,,VERIFIED,HIGH,,,,,Police Station,Sangareddy,Sangareddy District Police Control Room,100,15,,https://maps.google.com/?q=Sangareddy +Police+Station,https://sangareddy.telangana.gov.in,"FRS Road, Sangareddy, Telangana -502001",,
https://cid.tspolice.gov.in/conta ct,,,,VERIFIED,MEDIUM,,,,,Police Station,Sangareddy,CID Regional Office Sangareddy,,16,,https://maps.google.com/?q=CID+Sangareddy,,"H.No. 3-4-37, FRS Road, Sangareddy, Sangareddy District, Telangana",,
https://cid.tspolice.gov.in/conta ct,,,,VERIFIED,MEDIUM,,,,,Police Station,Karimnagar,CID Regional Office Karimnagar,,17,,https://maps.google.com/?q=CID+Karimnagar,,"H.No. 4-69/63/4, Vidyaranyapuri, Road No.1, Karimnagar, Telangana",,
https://cid.tspolice.gov.in/contact,,,, VERIFIED,MEDIUM,,,,,Police Station,Warangal,CID Regional Office Warangal,,18,,https://maps.google.com/?q=CID+Warangal,,"H.No. 2-7-676, Excise Colony, Subedari, Hanamkonda, Warangal District, Telangana",,
https://cid.tspolice.gov.in/contact,,,, VERIFIED,MEDIUM,,,,,Police Station,Nizamabad,CID Regional Office Nizamabad,,19,,https://maps.google.com/?q=CID+Nizamabad,,"H.No. 6-25-310/5/A, Opp. Sant Nirankari Bhavan, Dubba, Nizamabad -503001",,
https://cid.tspolice.gov.in/contact,,,,VE RIFIED,MEDIUM,,,,,Police Station,Nalgonda,CID Regional Office Nalgonda,,20,,https://maps.google.com/?q=CID+Nalgonda,,"H.No. 1-43, Hyderabad Road, Near RTO Office, Branch Post Office Marriguda, Nalgonda -508001",,
https://cid.tspolice.gov.in/contact,,,,VERIFIED,HIGH,,,,,Police Station,Hyderabad,CID Headquarters Hyderabad,04027852274,21,,https://maps.google.com/?q=CID+HQ+La kdikapul+Hyderabad,https://cid.tspolice.gov.in,"3rd Floor, DGP Office, Lakdikapul, Hyderabad -500004",,
https://en.wikipedia.org/wiki/Warangal_Police_Commis sionerate,,,,VERIFIED,MEDIUM,,,,,Police Station,Warangal,Warangal Police Commissionerate,0870,22,18.016700,https://maps.google.com/?q =Warangal+Police+Commissionerate,https://www.tspolice.gov.in,"Police Commissionerate, Warangal, Telangana -506001",,79.633300
https://en.wikipedia.org/wiki/Telangana_Police,,,,VERIFIED,MEDIUM,,,,,Police Station,Nizamabad,Nizamabad Police Commissionerate,,23,,https://maps.google.com/?q=Nizamabad+Police+Com missionerate,https://www.tspolice.gov.in,"Police Commissionerate, Nizamabad, Telangana -503002",,
https://en.wikipedia.org/wiki/Cyberabad_Metropolitan_Poli ce,,,,VERIFIED,HIGH,,,,,Police Station,Rangareddy,Cyberabad Police Commissionerate,,24,,https://maps.google.com/?q=Cyberabad+Poli ce+Commissionerate+Gachibowli,https://www.cyberabadpolice.gov.in,"Gachibowli, Hyderabad, Rangareddy District, Telangana -500032",,
https://en.wikipedia.org/wiki/Malkajgiri_Police_Com missionerate,,,,VERIFIED,MEDIUM,,,,,Police Station,Medchal-Malkajgiri,Malkajgiri Police Commissionerate,,25,,https://maps.google.com/?q=Malkaj giri+Police+Commissionerate+Neredmet,http://rachakondapolice.telangana.gov.in/,"Neredmet, Medchal-Malkajgiri District, Telangana",,
https://en.wikipedia.org/wiki/Future_City_Police_ Commissionerate,,,,VERIFIED,MEDIUM,,,,,Police Station,Rangareddy,Future City Police Commissionerate,,26,,https://maps.google.com/?q=Future+City +Police+Commissionerate+Kongara+Kalan,https://www.tspolice.gov.in/future-city,"Kongara Kalan, Rangareddy District, Telangana",,
https://en.wikipedia.org/wiki/Telangana_Police,,,,VERIFIED,MEDIUM ```,,,,,Police Station,Peddapalli,Ramagundam Police Commissionerate,,27,,https://maps.google.com/?q=Ramagundam+Police +Commissionerate,https://www.tspolice.gov.in,"Ramagundam, Peddapalli District, Telangana",,
